area;urbano;quartos;banheiros;vaga_estacionamento;andar;aceita_animais;mobiliada;condominio;aluguel;iptu;seguro
40;1;1;1;1;10;0;1;2,100;2,200;223;28
160;1;4;4;2;0;1;0;0;2,400;0;37
130;0;3;2;2;4;1;1;1,150;2,800;184;36
80;1;2;1;1;2;1;0;1,257;2,950;195;38
112;1;3;4;3;9;1;0;1,480;2,800;413;36
30;1;1;1;1;10;0;0;886;1,500;0;20
184;1;4;3;3;2;1;1;1,200;4,500;750;58
56;1;2;1;1;11;1;1;530;2,500;0;32
40;1;1;1;1;6;0;1;1,300;3,000;248;39
65;1;2;2;1;7;1;0;630;1,800;25;23
146;1;3;2;2;14;1;1;1,400;3,500;600;45
60;0;2;1;1;3;1;0;200;1,299;84;17
170;1;3;2;2;4;1;1;1,970;9,000;900;115
240;1;4;4;4;8;1;1;3,033;2,890;1,398;37
200;1;4;2;2;0;1;1;0;6,500;500;98
69;1;2;1;1;3;1;0;470;1,550;70;20
224;1;3;4;2;9;1;0;3,300;6,000;679;77
109;1;3;2;2;20;1;1;1,200;4,500;417;58
50;1;2;1;2;9;0;0;640;2,300;93;30
59;0;2;1;1;5;1;0;430;1,290;47;17
162;1;2;3;3;3;0;1;2,200;15,000;959;191
93;0;3;2;1;7;1;0;677;1,100;63;14
580;1;6;6;6;0;1;0;0;6,960;2,084;105
216;1;3;4;2;10;1;0;3,400;5,500;870;70
90;1;2;1;0;9;0;0;1,200;3,850;130;49
200;1;3;3;2;7;1;0;4,200;7,225;642;92
55;0;1;1;0;4;1;0;490;750;37;10
40;1;1;1;1;3;0;0;552;2,300;109;30
87;1;3;3;2;12;0;1;930;3,500;253;45
60;1;2;1;0;0;1;0;;1,600;25;25
70;1;3;2;1;7;1;0;620;1,825;0;24
243;1;2;3;2;0;1;0;0;4,619;559;70
78;1;1;1;2;8;0;1;1,980;6,000;317;77
103;1;2;1;0;0;1;0;0;1,300;80;20
72;1;3;2;1;3;0;0;790;1,750;3;23
95;1;1;2;2;15;1;0;1,859;8,000;566;102
135;1;3;2;2;9;1;0;1,836;4,200;543;54
310;1;5;4;5;3;1;0;4,364;3,200;2,506;41
68;1;2;2;1;18;0;1;500;2,565;59;33
360;1;4;5;4;12;1;0;4,350;6,593;1,830;84
420;1;4;4;4;9;1;0;6,000;15,000;3,334;191
266;1;3;5;1;15;1;1;2,075;4,320;391;55
172;1;3;4;3;5;1;1;1,650;7,800;890;99
240;1;3;5;4;0;1;0;0;7,500;459;113
108;0;1;3;2;9;1;0;980;4,500;0;58
50;1;1;1;0;12;1;1;501;1,800;0;23
180;1;3;3;2;1;1;0;3,515;4,400;775;56
380;0;4;6;3;0;1;0;0;4,000;455;61
125;1;3;4;0;2;0;0;1,551;2,500;495;32
50;1;2;2;1;12;1;0;585;1,395;0;6
382;1;3;4;2;11;1;0;4,529;14,000;1,410;178
51;1;1;1;0;9;1;0;367;1,700;84;22
128;1;2;2;0;9;1;0;958;2,700;0;35
51;0;1;1;0;3;1;0;486;820;15;11
45;0;1;1;0;11;0;1;370;500;10;7
300;1;4;5;4;0;1;1;;14,000;1,167;211
180;1;3;1;0;0;1;0;;2,500;334;38
120;1;3;2;1;17;1;0;1,250;2,000;230;26
87;1;3;2;0;6;1;0;1,284;2,000;231;26
116;1;2;2;2;8;0;1;1,215;8,000;250;102
200;1;4;2;1;5;1;0;2,115;5,000;328;64
556;1;6;7;4;0;1;0;0;7,500;1,084;113
62;0;2;2;2;5;1;0;800;3,000;14;39
63;1;2;2;1;19;1;1;1,000;11,000;133;140
96;1;3;1;1;5;1;1;1,172;3,550;140;45
61;1;2;2;1;1;1;0;885;2,000;130;26
266;1;4;5;4;7;1;0;2,900;10,900;1,167;139
48;0;1;1;0;4;0;1;490;1,500;42;20
33;1;2;1;0;12;1;1;350;2,850;0;37
150;1;2;2;3;2;0;1;4,085;8,000;570;102
175;1;3;2;2;0;0;0;0;3,900;264;59
108;1;3;4;0;4;1;0;780;3,500;324;45
100;1;4;5;4;1;1;0;3,800;3,250;1,417;42
81;1;1;1;1;8;1;0;600;1,150;67;16
29;1;1;1;0;5;1;0;257;1,043;0;14
60;1;2;2;1;13;1;0;694;1,700;128;22
70;1;2;1;1;19;1;0;520;1,700;155;22
130;1;2;2;0;6;1;0;1,343;3,974;71;51
83;1;3;2;2;25;1;1;589;2,600;159;33
320;1;3;4;2;0;1;1;0;5,500;250;83
87;0;3;2;1;4;1;0;670;640;200;9
240;1;2;3;1;3;1;1;2,300;6,500;30;83
108;1;3;3;2;0;1;0;;2,800;209;43
160;1;3;2;1;5;1;0;1,715;7,700;470;98
178;1;3;4;4;18;1;0;2,650;10,000;125;127
116;1;3;2;3;11;1;1;1,200;8,000;604;102
82;1;2;2;1;7;1;0;650;2,341;0;9
72;1;2;1;1;3;1;0;862;1,300;100;17
160;1;3;2;2;13;1;0;1,200;3,900;221;50
230;1;3;4;3;7;0;0;3,200;8,000;1,167;102
60;1;2;2;1;5;1;1;631;2,640;26;34
50;1;1;1;0;11;1;1;390;3,698;7;47
79;1;2;2;1;2;1;1;678;2,800;4;36
94;0;3;1;1;6;1;0;565;2,000;60;26
200;1;3;3;6;0;1;0;0;6,000;500;91
60;1;2;2;1;10;1;0;750;3,400;100;44
98;1;3;2;2;3;1;0;1,400;2,000;383;26
75;0;2;1;1;2;1;0;670;1,200;121;16
190;1;3;3;2;11;1;1;1,900;13,500;620;172
20;1;1;1;0;3;0;1;150;3,142;67;40
46;0;1;1;0;2;1;0;450;500;14;7
22;1;1;1;0;0;0;0;0;1,074;0;17
49;1;1;1;0;1;1;1;768;2,600;66;33
105;0;3;2;2;6;1;0;1,200;1,620;165;21
140;1;3;4;2;3;0;1;1,400;2,450;475;32
127;1;2;2;2;5;1;0;1,550;5,500;361;70
200;1;4;7;4;0;1;1;0;8,000;575;121
100;1;3;2;2;1;1;0;600;1,800;100;23
200;1;2;2;2;0;1;0;1;3,000;167;46
300;1;4;6;6;17;1;0;6,300;15,000;3,400;191
25;1;1;1;0;0;1;0;20;1,200;25;19
160;1;3;2;2;1;1;0;1,515;2,900;400;37
145;1;3;1;2;0;1;1;90;7,200;238;109
62;0;1;1;1;5;0;0;700;1,250;38;16
50;0;1;1;1;16;1;0;432;991;36;13
74;0;3;1;1;4;1;0;474;900;40;12
190;1;3;3;2;0;1;0;0;6,800;392;103
326;0;3;3;4;0;1;0;870;4,200;523;64
240;1;4;4;4;22;1;0;1,980;6,672;417;85
40;1;1;1;0;18;0;1;0;2,600;0;33
42;1;1;1;1;4;0;0;1,200;2,350;151;30
90;1;2;1;0;1;1;0;0;2,000;280;26
84;1;1;2;0;1;1;1;850;6,000;250;77
70;1;2;1;1;7;1;0;500;1,300;48;17
110;1;3;2;2;11;1;0;1,179;3,500;205;45
110;1;3;2;3;11;1;0;1,150;2,700;334;35
90;1;2;2;1;6;1;1;900;6,500;89;83
308;0;3;3;4;0;1;0;0;4,700;673;71
61;1;2;2;1;13;1;0;764;4,000;134;51
400;0;5;7;4;5;1;0;3,200;7,900;888;101
320;1;3;3;2;10;1;0;2,200;8,330;584;106
50;1;1;1;1;2;1;0;650;2,350;24;30
80;1;1;1;1;5;1;1;1;7,200;0;92
44;1;1;1;0;13;0;1;450;1,900;104;25
130;1;5;2;0;2;1;0;0;3,000;37;39
400;1;5;6;0;0;1;0;0;5,200;0;79
130;1;2;1;1;9;1;0;1,159;3,850;160;49
96;1;3;3;1;11;1;0;900;2,450;125;32
57;1;2;2;2;12;1;0;1,250;2,800;209;36
240;1;3;3;2;0;1;1;0;4,350;385;66
30;1;1;1;1;6;1;0;1,900;2,001;125;26
20;1;1;1;0;2;1;1;602;1,800;130;23
45;1;2;1;0;2;1;0;60;900;42;12
250;1;4;5;2;17;1;1;2,000;12,750;873;162
240;1;4;5;5;5;1;0;2,300;7,000;100;89
22;1;1;1;0;25;1;0;385;2,100;40;27
240;1;3;4;3;2;1;0;2,400;4,150;1,417;53
206;1;4;4;3;10;1;0;1,890;12,000;917;153
96;1;3;3;1;11;1;0;900;2,450;125;32
156;1;3;4;2;2;1;0;1,800;2,000;0;26
400;1;3;3;3;0;0;0;0;8,300;816;125
60;0;2;1;1;3;1;0;345;880;16;12
37;0;1;1;0;4;0;1;335;761;0;10
73;1;2;2;2;1;1;0;778;1,200;84;16
182;1;3;4;3;0;1;0;0;7,000;459;106
300;1;3;4;1;0;1;0;0;4,500;542;68
48;1;1;1;0;5;0;0;450;1,590;0;21
850;1;4;4;8;0;1;0;0;12,000;5,834;181
76;1;3;1;1;2;1;0;240;2,250;170;29
57;1;2;2;1;2;0;1;584;2,300;50;30
104;1;2;1;0;8;0;0;1,300;3,000;0;39
65;1;3;3;2;9;1;0;727;2,000;24;26
64;1;2;1;0;6;1;0;938;2,050;75;26
31;1;1;1;0;14;1;1;390;3,300;120;42
35;1;1;1;1;1;0;1;444;3,507;124;45
275;1;3;5;6;0;1;1;0;13,000;500;196
310;1;4;5;5;6;1;1;3,800;12,000;2,709;153
58;1;2;2;1;4;0;0;521;3,120;165;12
55;1;2;1;0;4;1;0;382;2,300;3;30
53;1;1;2;1;3;1;1;960;3,300;109;42
35;1;1;1;0;0;1;0;0;1,100;30;14
180;1;4;4;1;0;1;0;0;3,581;134;54
71;1;1;1;0;1;1;0;718;1,443;0;5
180;1;3;4;3;12;1;1;1,600;3,400;250;44
900;1;5;9;8;1;1;1;0;15,000;5,470;226
32;1;1;1;1;18;0;1;1,600;3,500;234;45
98;1;2;2;2;29;1;0;1,450;8,500;450;108
180;1;3;2;2;6;1;0;2,192;4,000;413;51
47;1;1;1;1;15;1;0;530;1,800;0;23
109;1;3;2;2;7;1;0;1,746;2,500;134;32
210;1;4;4;4;5;1;0;3,000;13,100;1,325;166
109;1;3;2;1;3;1;0;1,296;3,500;125;45
116;1;4;3;2;8;1;0;1,040;2,400;330;31
111;1;3;2;0;7;1;0;1,370;2,500;264;32
120;1;3;3;2;1;1;1;1,100;8,950;0;114
178;1;4;3;2;5;1;0;1,700;6,700;660;85
39;1;1;1;1;5;1;1;550;1,700;95;22
59;1;1;1;0;12;0;0;400;901;42;12
54;1;1;2;1;13;1;1;1,150;6,000;0;77
35;1;1;1;0;3;0;1;233;1,750;0;23
244;1;3;2;3;14;1;1;2,494;7,000;1,438;89
170;1;3;2;2;0;1;0;0;3,200;225;49
300;1;3;3;8;0;1;0;0;4,675;400;71
35;1;1;1;0;7;0;0;399;1,140;25;15
114;1;5;3;1;0;1;0;;6,000;42;91
300;1;3;4;8;0;1;0;;5,500;400;83
166;1;3;2;1;7;1;0;1,865;4,000;426;51
90;1;2;3;1;2;1;0;574;2,100;0;27
100;1;4;4;1;0;1;0;0;10,000;9;151
76;0;1;2;0;1;1;0;300;700;100;9
200;1;3;3;2;5;1;0;2,450;7,000;437;89
156;1;3;2;1;0;1;0;0;2,000;147;31
94;1;2;2;2;0;1;0;0;2,540;19;39
53;0;1;1;1;3;1;0;588;550;73;7
85;1;2;1;1;12;1;1;800;2,426;0;13
50;1;2;1;1;4;1;0;520;1,200;30;16
127;1;4;3;2;11;0;0;1,154;5,500;407;70
35;1;1;1;0;0;1;0;0;1,100;30;14
370;1;4;4;3;0;1;0;0;7,900;1,000;119
70;0;2;2;2;15;1;1;600;2,890;84;37
700;1;6;8;8;0;1;1;0;14,000;1,020;211
79;1;2;2;0;13;1;1;800;4,500;0;58
46;1;1;1;1;3;1;1;700;3,000;133;39
300;1;4;5;6;0;1;1;0;15,000;1,805;226
62;1;2;2;1;2;1;0;500;1,900;92;25
296;1;4;5;3;3;1;0;0;15,000;0;191
40;1;1;1;0;4;1;0;220;700;65;9
52;1;1;1;1;7;0;1;800;3,200;0;13
58;1;2;2;1;3;1;0;400;2,300;250;30
123;0;3;2;2;13;1;0;834;2,000;148;26
80;0;2;1;1;1;1;0;275;1,250;75;16
170;1;3;2;1;14;1;1;1,670;10,500;84;134
260;1;4;4;4;4;1;0;3,247;15,000;1,589;191
90;1;2;2;1;7;1;1;760;5,500;142;70
190;1;3;2;1;6;0;0;2,238;5,620;725;72
40;1;1;1;1;13;0;0;400;1,914;24;25
120;1;3;2;0;0;0;0;0;2,501;163;38
57;1;1;1;1;16;1;1;740;3,100;115;40
70;0;1;1;1;4;1;0;270;870;9;12
120;1;2;3;2;2;1;1;2,100;5,391;569;22
135;1;3;3;2;7;1;1;1,323;7,500;468;96
300;1;4;6;5;0;1;0;0;10,120;475;153
36;1;1;1;1;4;1;0;600;1,300;0;17
33;1;1;1;0;1;0;0;250;1,305;0;17
65;1;2;2;1;3;1;0;650;2,800;209;36
67;1;2;1;1;1;1;0;920;1,700;0;22
51;1;1;1;0;13;1;1;340;2,500;79;32
38;1;1;1;0;16;1;1;290;2,500;0;32
80;1;2;1;1;0;1;0;484;1,800;135;23
275;1;3;3;1;11;1;1;886;8,850;0;113
33;1;1;1;1;5;1;0;842;2,000;95;26
40;1;1;1;1;0;0;0;0;972;0;15
210;1;4;4;3;3;1;0;2,270;4,675;1,110;60
90;1;2;2;1;0;0;0;0;4,500;414;68
260;1;4;4;3;11;0;0;3,500;15,000;1,417;191
40;1;1;1;1;16;1;1;620;3,500;92;45
50;1;1;1;0;0;1;0;0;2,500;0;21
50;0;2;1;1;0;0;0;;1,120;277;15
68;1;1;2;1;5;1;0;942;6,000;229;77
20;1;1;1;0;2;0;1;;2,060;0;27
189;1;3;3;1;12;1;0;2,143;5,800;371;74
160;1;4;4;3;9;1;1;2,184;6,500;858;83
60;0;2;2;1;19;1;0;341;1,503;0;6
440;1;3;2;4;0;1;0;0;4,500;259;68
220;1;5;5;4;22;1;0;1,900;8,880;875;113
33;1;1;1;1;8;1;1;330;2,070;0;27
354;1;5;6;3;0;1;0;0;8,850;958;134
110;1;3;3;2;0;1;0;0;4,800;50;73
58;1;2;3;2;0;0;0;50;2,000;0;31
600;1;4;6;6;0;1;0;0;12,000;2,592;181
56;1;2;1;1;10;1;0;550;1,200;0;16
100;0;2;1;3;0;1;0;0;1,250;100;19
440;1;4;3;7;0;0;0;0;15,000;1,084;226
270;0;3;3;5;0;1;0;0;7,500;459;113
75;1;1;1;0;0;0;0;0;1,450;0;22
205;1;4;3;3;10;1;0;3,800;10,000;1,167;127
380;1;4;5;5;2;1;0;6,500;3,400;1,125;44
260;1;4;2;2;3;1;0;1,715;6,000;594;77
147;1;3;4;3;7;1;0;1,308;4,500;630;58
90;1;2;1;1;2;1;0;1,000;3,000;50;39
40;1;1;1;0;0;0;0;;650;0;10
20;1;1;1;0;6;1;1;602;1,800;130;23
80;1;3;1;0;0;1;0;0;2,400;60;37
147;1;3;3;2;7;1;0;1,520;2,200;513;28
750;1;4;5;8;0;1;0;0;15,000;4,338;226
109;1;4;2;2;13;1;0;1,156;6,500;319;83
200;1;3;3;2;1;1;1;1,500;2,000;1;26
272;1;4;5;3;3;0;0;3,500;6,200;92;79
96;1;3;2;2;10;1;0;1,616;1,770;162;23
92;0;3;2;2;8;1;0;700;2,000;145;26
36;1;1;1;1;16;1;1;763;5,000;183;64
212;1;4;4;3;7;0;0;2,300;9,200;1,046;117
23;1;1;1;0;25;1;0;399;2,150;0;28
216;1;4;3;4;28;0;0;1,868;5,000;657;64
360;1;4;5;2;8;1;0;2,600;15,000;1,167;191
278;1;4;4;3;10;1;0;4,034;5,500;965;70
68;1;2;2;2;18;1;0;700;2,300;150;30
20;1;1;1;0;0;1;1;602;1,800;130;23
350;1;4;6;6;0;1;1;0;9,600;1,367;145
80;0;2;2;2;11;1;0;832;2,200;171;28
330;1;3;4;2;11;1;0;3,600;8,400;525;107
250;1;4;4;2;17;1;1;2,600;6,000;500;77
250;1;3;2;3;35;1;1;2,500;15,000;1,084;191
164;1;3;3;1;3;1;1;1,795;9,000;210;115
66;1;3;2;0;9;1;0;317;3,550;0;13
240;1;3;2;3;0;1;0;0;3,500;292;53
50;1;1;1;1;8;1;1;600;2,800;0;20
60;1;2;1;0;0;1;0;;1,200;38;19
50;0;2;1;1;1;1;0;430;680;50;9
127;1;4;3;2;4;1;0;1,040;4,930;472;63
180;1;3;3;2;7;1;0;3,000;7,000;292;89
230;1;3;3;1;3;1;0;1,580;5,800;589;74
50;0;1;1;0;2;1;0;473;550;14;7
60;1;2;2;2;15;1;0;692;1,900;90;25
47;1;2;1;0;5;0;1;548;2,200;0;16
90;1;3;2;1;7;1;0;924;2,400;117;31
30;1;1;1;0;0;0;1;296;1,826;30;24
76;0;3;2;1;4;1;0;547;950;97;13
110;1;2;4;2;2;1;1;2,100;7,500;500;96
450;1;4;5;6;0;1;0;0;12,000;1,334;181
43;1;2;1;1;1;1;0;320;1,020;0;13
60;1;2;2;2;11;1;1;760;3,800;132;49
150;1;3;3;2;12;1;0;1,650;4,000;142;51
65;1;2;2;2;2;0;1;2,500;4,000;398;51
72;1;3;1;1;2;1;0;461;1,600;0;21
120;1;3;2;1;0;1;0;0;3,000;495;46
800;1;4;7;8;0;0;0;10,000;8,500;209;128
82;1;1;2;1;1;0;1;1,000;11,000;25;140
70;0;1;1;1;2;1;1;290;1,600;70;21
250;1;3;4;4;15;1;0;2,530;4,000;1,100;51
76;0;3;2;1;6;0;1;580;1,950;67;25
60;1;2;2;2;6;1;1;700;1,811;59;7
197;1;3;3;2;8;1;0;4,200;6,000;1,375;77
100;0;3;2;2;0;1;0;0;2,250;15;34
40;1;1;1;1;2;0;1;375;1,635;0;21
62;1;1;2;1;2;1;1;2,061;11,000;262;140
35;1;1;1;0;0;0;0;0;1,280;55;20
23;1;1;1;0;25;1;0;393;2,100;59;27
323;1;3;5;6;0;1;0;0;10,000;985;151
450;1;3;2;0;0;1;0;0;5,800;917;88
560;1;4;6;5;3;0;0;4,300;7,948;4,400;101
156;1;3;2;2;10;1;0;2,322;8,000;385;102
130;1;2;1;2;0;1;0;0;2,600;0;15
108;1;4;2;0;9;1;0;1,013;5,500;142;70
20;1;1;1;0;1;0;0;0;1,000;10;13
165;1;3;4;3;7;1;0;2,460;3,500;617;45
120;0;3;1;1;3;0;0;650;1,800;80;23
200;1;4;4;6;0;1;0;0;4,320;375;65
132;1;3;2;2;8;1;1;1,650;4,000;400;51
154;1;3;3;2;12;1;1;1,042;2,000;0;26
113;1;2;1;1;5;1;0;1,000;3,000;50;39
310;1;4;4;3;0;1;0;0;7,000;675;106
70;1;2;2;2;16;1;0;1,400;3,300;84;42
91;1;2;3;2;5;0;0;2,065;9,800;500;125
156;1;3;4;2;7;1;0;1,800;2,000;0;26
48;1;2;1;1;10;1;0;370;1,690;0;22
54;0;1;2;0;1;1;0;245;720;46;10
256;0;4;5;4;8;1;0;3,900;3,000;1,167;39
20;1;1;1;0;1;0;1;;2,050;0;26
72;1;2;2;1;9;1;0;626;1,539;27;20
159;1;2;3;1;8;0;1;1,276;3,230;49;41
220;1;3;3;2;14;0;1;1,499;6,300;468;80
190;1;3;4;1;0;1;0;0;4,100;304;62
25;1;1;1;0;2;1;0;105;1,410;0;18
100;1;2;1;2;0;0;0;0;6,000;167;91
171;1;4;5;4;4;1;0;1,900;8,000;715;102
230;1;4;3;1;1;0;0;2,400;4,000;513;51
75;0;3;2;2;1;1;0;1,250;1,600;162;21
68;1;2;1;1;5;1;0;525;1,600;142;21
160;1;2;1;0;0;1;0;0;1,660;5;25
100;1;2;2;2;6;1;1;1,700;6,500;42;83
287;1;4;4;4;6;0;0;7,900;11,300;2,590;144
55;0;2;1;1;2;1;0;453;749;44;10
50;1;2;1;1;11;0;1;357;2,500;0;32
39;1;1;1;1;20;1;0;600;1,577;0;20
16;1;1;1;0;1;0;0;0;1,200;59;16
200;1;4;3;3;1;1;1;3,249;5,800;843;74
83;1;2;3;2;0;1;0;200;3,500;167;53
22;1;1;1;1;14;0;1;450;2,000;84;26
80;0;3;2;2;14;0;0;704;1,800;83;23
100;1;3;2;3;0;1;0;430;4,990;338;76
210;1;3;2;1;5;1;1;3,400;7,500;450;96
33;1;1;1;0;18;1;0;300;2,000;0;26
64;1;1;2;1;15;1;1;650;8,900;154;64
98;1;2;2;0;6;1;0;660;2,500;0;32
200;1;3;4;2;0;0;1;0;9,800;417;148
44;1;1;1;1;17;0;1;400;2,288;101;9
420;1;3;3;4;7;1;0;8,043;12,000;2,936;153
55;1;1;1;0;0;1;1;0;1,500;0;23
40;1;1;1;0;0;1;0;0;900;80;12
80;1;2;1;1;2;1;1;1,950;3,100;209;40
131;0;3;3;3;7;0;0;1,200;5,800;355;74
66;1;2;1;1;5;0;0;550;2,300;30;30
98;1;1;1;1;0;0;0;;1,283;0;14
77;1;1;2;1;29;1;1;750;7,740;209;99
293;1;4;3;3;5;1;0;3,300;1,190;500;16
320;1;4;4;6;8;1;1;5,281;15,000;3,151;191
10;1;4;3;2;0;1;0;0;2,670;21;41
178;1;3;2;1;6;1;0;2,800;3,000;242;39
90;1;2;1;2;4;1;0;1,100;2,000;0;26
64;1;2;2;1;14;1;1;780;5,000;217;64
57;1;2;1;1;8;1;1;350;1,800;50;23
240;1;3;1;2;8;1;0;2,088;4,000;1,449;51
140;1;4;4;3;5;1;0;1,800;3,600;583;46
59;1;1;1;1;3;1;1;1,420;3,900;280;50
178;1;3;3;1;10;1;0;2,350;5,000;300;64
430;1;4;4;8;0;1;0;0;5,500;521;83
65;1;2;1;1;3;1;0;300;1,400;84;18
100;1;2;2;1;11;0;0;1,083;1,500;239;20
106;1;2;3;2;14;1;1;1,109;3,980;209;51
234;1;3;5;4;0;1;1;0;3,680;400;56
417;1;5;4;2;0;1;0;0;12,000;1,278;181
125;1;3;2;2;0;1;0;;1,450;84;22
64;0;2;1;1;10;1;0;540;820;122;11
99;1;3;2;1;3;1;0;390;2,500;90;32
30;1;1;1;1;14;1;0;457;2,800;72;36
100;1;2;2;1;15;0;0;1,500;7,600;259;97
225;1;3;2;2;0;1;0;0;2,300;209;35
125;1;3;2;2;4;1;1;2,000;4,000;334;51
180;1;2;2;5;0;1;0;1;3,000;1;46
50;1;1;1;0;0;0;0;0;892;59;14
55;0;2;1;1;1;1;0;350;1,397;80;18
30;1;1;1;0;3;1;1;350;3,000;0;39
220;1;4;3;4;4;1;0;3,200;11,000;1,000;140
30;1;1;1;0;9;1;0;370;1,000;14;13
195;1;3;3;3;0;1;1;0;4,000;280;61
109;1;3;2;2;13;1;0;1,156;6,500;319;83
45;1;1;1;0;0;1;0;0;928;57;14
280;1;4;4;2;0;1;0;0;8,000;600;121
212;0;4;1;2;0;1;0;0;1,500;88;23
42;0;1;1;1;16;0;0;472;2,000;75;26
100;1;3;3;1;0;1;0;0;7,000;881;106
35;1;1;1;0;0;1;0;50;850;65;13
300;1;3;3;1;0;1;1;0;11,000;625;166
600;1;4;6;5;13;1;0;7,200;6,000;1,167;77
70;1;2;2;1;0;1;0;0;2,100;9;27
35;1;1;1;0;1;0;1;;1,700;0;22
180;1;5;3;2;0;0;0;0;9,000;0;136
210;1;3;3;3;17;1;0;2,300;7,000;717;89
96;1;3;3;2;5;1;0;855;3,700;486;47
46;1;1;1;1;12;0;1;1,445;5,000;298;64
68;1;2;2;2;13;0;1;800;4,000;132;51
135;1;2;3;1;19;0;1;2,745;8,000;650;102
235;1;3;4;4;2;1;1;1,950;15,000;1,150;191
190;1;4;5;3;10;1;0;3,200;4,000;417;51
75;0;2;1;1;0;1;0;0;1,140;80;18
35;1;1;1;1;16;1;1;572;4,900;70;63
40;1;1;1;2;5;1;0;915;1,559;169;20
245;1;3;3;1;18;1;1;1,904;12,000;486;153
55;1;2;1;1;6;1;0;800;1,300;0;17
49;1;1;1;1;5;1;0;284;2,600;134;33
60;1;2;1;0;3;1;0;487;1,850;0;24
60;0;2;1;1;16;0;0;300;1,400;60;18
190;1;3;4;3;14;1;1;1,700;2,740;900;35
95;1;3;2;2;16;0;0;900;3,150;121;40
125;1;2;1;1;0;1;0;0;1,490;74;23
250;1;3;4;4;0;1;1;0;4,200;0;64
230;1;3;4;2;12;1;1;2,662;5,900;680;75
168;1;3;3;3;3;1;0;1,605;2,700;322;35
132;1;3;1;2;7;0;1;920;8,000;400;102
294;1;4;6;8;0;1;1;0;3,000;600;46
25;1;1;1;0;12;1;0;318;2,100;41;27
48;1;1;1;1;6;1;0;500;2,200;35;28
98;1;2;2;1;13;1;0;1,055;2,166;384;28
226;0;4;2;2;10;1;0;1,850;2,780;403;36
60;1;2;1;1;2;1;0;;2,700;0;35
55;1;1;1;1;7;1;0;594;2,050;50;26
31;1;1;1;0;6;1;0;200;2,614;84;34
150;1;2;3;1;0;1;0;0;1,650;0;25
70;1;2;1;0;0;1;0;0;1,350;0;21
234;1;3;4;3;13;1;0;2,400;7,000;84;89
188;1;1;3;2;10;0;0;1,180;8,000;550;102
198;1;4;5;4;17;1;0;1,493;4,000;926;51
57;0;1;1;1;2;1;0;690;2,600;131;33
550;1;3;2;4;0;0;0;0;3,805;449;58
700;1;5;7;5;0;1;0;0;15,000;2,240;226
240;1;4;2;4;0;1;0;0;8,000;0;121
100;1;3;3;2;2;0;1;1,500;1,490;105;19
167;1;3;3;2;7;1;0;1,315;5,500;292;70
85;0;2;1;0;0;1;0;590;800;0;11
55;1;1;2;1;18;1;1;2,270;5,500;18;70
56;1;2;1;1;6;1;1;479;3,190;144;41
72;1;2;1;1;2;0;1;325;1,650;60;21
350;1;4;3;3;1;0;1;4,459;15,000;0;191
190;1;3;3;3;6;1;1;2,800;4,500;834;58
65;1;2;1;1;4;1;0;800;1,750;;7
290;1;3;3;3;0;1;0;0;8,000;542;121
45;0;1;1;0;3;1;0;412;900;66;12
185;1;3;2;2;11;1;0;2,000;11,500;417;146
54;0;1;1;1;6;0;0;0;1,370;31;18
240;1;4;3;3;6;1;0;2,850;12,000;700;153
90;1;3;3;2;0;1;0;0;2,000;50;31
348;0;3;3;3;0;1;0;0;4,850;400;73
251;1;3;2;2;0;1;0;0;3,400;336;52
140;1;3;1;2;0;0;0;140;6,000;273;91
220;1;3;4;8;0;0;0;0;3,493;492;53
42;1;1;1;1;14;0;0;0;5,000;0;64
100;0;3;2;0;2;0;0;815;808;81;11
65;0;2;1;1;1;0;0;267;1,000;34;13
70;1;3;2;1;3;1;0;758;2,000;109;26
80;1;2;2;0;0;1;0;0;2,000;134;31
292;1;4;3;3;8;1;1;2,700;11,480;709;146
28;1;1;1;0;1;1;0;0;1,329;15;17
130;1;3;2;1;7;0;0;1,900;6,900;260;88
145;1;3;2;1;4;1;0;1,600;3,445;0;13
58;1;1;1;0;2;0;0;330;1,398;0;8
380;1;3;5;1;10;0;0;3,000;15,000;267;191
100;1;2;2;2;10;1;0;930;2,600;21;33
62;0;1;1;1;1;0;0;650;755;0;3
55;0;2;1;1;0;1;0;480;750;66;10
98;1;2;2;1;0;0;0;1,300;2,990;250;38
159;1;3;3;1;6;1;0;1,800;3,000;292;39
210;1;3;5;4;6;1;1;3,301;11,900;960;151
60;0;2;1;1;3;1;0;345;880;16;12
472;1;3;2;4;0;1;0;0;6,500;650;98
128;1;3;2;2;1;1;0;1,630;3,000;597;39
83;1;2;1;1;1;1;0;620;1,147;238;15
50;1;1;1;1;6;0;1;1,450;2,500;342;32
112;1;3;2;3;0;1;0;0;3,300;32;50
52;0;3;1;1;1;1;1;288;1,200;63;16
40;1;1;1;1;9;1;1;1,800;4,800;350;61
500;1;4;6;3;0;1;0;0;15,000;845;226
55;1;2;1;1;13;1;0;505;1,800;0;23
365;1;3;5;2;5;1;1;1,950;8,500;899;108
40;1;1;2;1;28;0;1;1,935;4,200;318;54
25;1;1;1;1;25;1;0;331;2,100;64;27
85;0;3;2;2;9;1;1;510;3,000;165;39
170;0;4;3;1;10;0;0;1,470;3,700;0;47
300;1;3;5;4;12;0;0;6,593;6,000;1,974;77
53;1;2;1;1;7;0;0;600;1,200;60;16
